GeneID	ExpressionLevel
AT1G05317	0.4227272727272727
AT1G05320	16.644444444444442
AT1G05330	0.6102564102564103
AT1G05340	19.362962962962964
AT1G05343	0.36250000000000004
AT1G05347	0.2
AT1G05350	27.236363636363638
AT1G05360	11.361818181818181
AT1G05363	0.53125
AT1G05367	0.5285714285714286
AT1G05370	2.0277777777777777
AT1G05380	21.272727272727273
AT1G05383	0.43333333333333335
AT1G05385	34.53818181818182
AT1G05387	0.30000000000000004
AT1G05397	0.5052631578947369
AT1G05400	1.4462962962962964
AT1G05410	16.490909090909092
AT1G05413	1.0
AT1G05420	3.246153846153846
AT1G05430	34.154545454545456
AT1G05440	4.213725490196078
AT1G05443	0.4411764705882353
AT1G05450	3.9761904761904754
AT1G05460	9.074074074074074
AT1G05463	0.6230769230769231
AT1G05467	7.098148148148148
AT1G05470	7.633333333333333
AT1G05473	1.15
AT1G05477	0.5
AT1G05487	0.21250000000000002
AT1G05490	3.04
AT1G05493	0.4333333333333333
AT1G05497	0.1
AT1G05500	36.69090909090909
AT1G05507	0.1
AT1G05510	0.9185185185185185
AT1G05517	1.0825
AT1G05520	27.545454545454547
AT1G05523	0.3
AT1G05527	0.2375
AT1G05530	1.9449999999999998
AT1G05533	0.5800000000000001
AT1G05537	0.5
AT1G05540	5.962962962962963
AT1G05543	0.18571428571428572
AT1G05547	0.6
AT1G05550	1.5976190476190475
AT1G05553	0.2
AT1G05557	0.5034482758620689
AT1G05567	0.8
AT1G05570	19.856363636363636
AT1G05575	9.049056603773586
AT1G05577	0.7297297297297298
AT1G05580	234.93
AT1G05583	0.25
AT1G05587	0.9
AT1G05590	12.796296296296296
AT1G05593	0.3
AT1G05600	6.5092592592592595
AT1G05603	0.2
AT1G05610	0.7823529411764707
AT1G05613	0.26666666666666666
AT1G05615	0.43333333333333335
AT1G05617	0.8
AT1G05620	18.98181818181818
AT1G05623	0.25
AT1G05630	10.652727272727272
AT1G05633	0.3
AT1G05640	3.229090909090909
AT1G05643	0.39999999999999997
AT1G05647	0.15000000000000002
AT1G05650	8.26
AT1G05653	1.0
AT1G05657	0.6
AT1G05660	12.738709677419354
AT1G05670	4.536363636363636
AT1G05675	5.245833333333334
AT1G05680	16.31320754716981
AT1G05683	0.5
AT1G05687	0.47692307692307695
AT1G05690	3.4854545454545454
AT1G05700	3.7476190476190476
AT1G05703	0.325
AT1G05707	0.19999999999999998
AT1G05710	10.389090909090909
AT1G05717	0.2
AT1G05720	24.165454545454544
AT1G05730	2.125925925925926
AT1G05733	0.2444444444444444
AT1G05740	0.315
AT1G05747	0.40625
AT1G05750	3.2254545454545456
AT1G05757	0.6500000000000001
AT1G05763	0.7
AT1G05770	1.7269230769230768
AT1G05773	1.8176470588235294
AT1G05777	0.7052631578947368
AT1G05780	10.127272727272727
AT1G05783	0.9075
AT1G05785	5.269090909090909
AT1G05790	16.654545454545456
AT1G05793	0.4
AT1G05797	0.44999999999999996
AT1G05800	0.24615384615384617
AT1G05803	0.525
AT1G05805	32.166666666666664
AT1G05807	0.38
AT1G05810	18.98148148148148
AT1G05813	0.43333333333333335
AT1G05817	0.6666666666666666
AT1G05820	6.4763636363636365
AT1G05823	0.3
AT1G05827	0.6
AT1G05830	16.78181818181818
AT1G05833	0.597872340425532
AT1G05835	2.9066666666666667
AT1G05840	24.454545454545453
AT1G05843	0.13
AT1G05850	452.7818181818182
AT1G05853	6.041666666666667
AT1G05857	0.6222222222222222
AT1G05860	9.274545454545455
AT1G05863	0.5
AT1G05867	0.4647058823529412
AT1G05870	27.329090909090908
AT1G05880	0.7529411764705882
AT1G05890	42.58181818181818
AT1G05894	0.5392156862745098
AT1G05897	0.375
AT1G05900	16.87636363636364
AT1G05907	0.9
AT1G05910	15.50909090909091
AT1G05913	0.8444444444444444
AT1G05920	0.3
AT1G05930	0.275
AT1G05933	0.4666666666666667
AT1G05937	0.48636363636363633
AT1G05940	26.2
AT1G05950	5.896296296296297
AT1G05960	36.38181818181818
AT1G05963	0.41999999999999993
AT1G05967	0.39999999999999997
AT1G05970	9.010909090909092
AT1G05977	0.63
AT1G05980	2.0
AT1G05983	0.9142857142857144
AT1G05987	0.671875
AT1G05990	1.8869565217391304
AT1G05993	12.366666666666665
AT1G05997	0.585
AT1G06000	0.1
AT1G06002	0.1
AT1G06007	0.3
AT1G06010	19.77777777777778
AT1G06013	0.5
AT1G06017	0.5965517241379309
AT1G06020	0.55
AT1G06023	0.2
AT1G06027	0.25999999999999995
AT1G06030	0.2777777777777778
AT1G06033	78.02075471698114
AT1G06037	0.3375
AT1G06040	122.38888888888889
AT1G06043	0.6499999999999999
AT1G06047	0.5
AT1G06050	6.618181818181818
AT1G06053	0.5
AT1G06057	0.3
AT1G06060	28.78181818181818
AT1G06070	18.64
AT1G06073	0.4428571428571429
AT1G06080	23.21509433962264
AT1G06083	2.276923076923077
AT1G06087	18.35
AT1G06090	6.454716981132075
AT1G06097	0.43333333333333335
AT1G06100	8.58
AT1G06103	0.25
AT1G06110	27.29090909090909
AT1G06113	1.24375
AT1G06117	2.742857142857143
AT1G06120	5.612121212121211
AT1G06123	1.177777777777778
AT1G06127	0.43333333333333335
AT1G06130	29.163636363636364
AT1G06133	0.4800000000000001
AT1G06135	0.34117647058823536
AT1G06137	0.3
AT1G06140	1.2581818181818183
AT1G06143	3.2018181818181817
AT1G06147	0.7
AT1G06148	0.26666666666666666
